student_id,name,email,department,dept_code,year,semester,archetype_id,cgpa,sgpa_current,attendance_pct,backlog_count,programming_score,dsa_score,aptitude_score,logical_score,verbal_score,communication_score,core_ece_score,core_mech_score,projects_count,projects_avg_completion,internships_count,internships_tasks_completed,certifications_count,training_hours_total,online_problems_attempted,online_problems_solved,online_easy_solved,online_medium_solved,online_hard_solved,online_coding_accuracy,online_contest_rating,online_contests_count,online_coding_streak,software_skill_gaps,core_ece_skill_gaps,readiness_composite_score,is_placement_ready,c_completion,c_score,c++_completion,c++_score,java_completion,java_score,python_completion,python_score,javascript_completion,javascript_score,sql_completion,sql_score
SP2026CSE4639,Akash Patel,akash.patel4639@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,3,7.91,8.22,84.1,0,65.9,52.0,71.6,62.7,85.9,81.1,35.6,19.5,3,67.8,0,0,2,50,121,94,43,37,14,77.7,1642,14,8,5,0,67.8,0,67.2,65.7,63.4,67.5,66.8,61.8,63.3,66.0,50.7,74.8,59.9,42.1
SP2026AIM4640,Vikram Patel,vikram.patel4640@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,2,7.25,6.93,82.9,0,72.7,70.8,96.9,83.4,59.5,56.6,43.6,15.0,3,82.1,1,3,2,56,125,100,49,39,12,80.0,1767,16,9,4,0,76.9,1,55.8,79.4,64.7,66.5,75.1,67.8,69.2,75.5,79.0,51.0,77.8,66.3
SP2026AIM4641,Aniket Deshmukh,aniket.deshmukh4641@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,8,7,7.24,7.39,69.2,1,50.7,58.6,59.6,63.8,62.4,66.7,31.0,25.6,2,82.9,0,0,3,47,116,87,39,39,9,75.0,1656,14,9,6,0,46.6,0,34.9,44.3,47.2,51.2,56.3,49.5,43.5,54.5,51.2,53.6,43.1,43.3
SP2026CIV4642,Pranav Sharma,pranav.sharma4642@skillpilot.edu,Civil Engineering,CIVIL,4,8,3,8.72,8.5,93.9,0,45.2,39.8,84.7,71.6,66.4,71.7,38.3,89.5,3,78.1,1,2,3,52,64,55,22,23,10,85.9,1506,11,5,8,0,70.7,1,53.3,31.1,38.9,33.6,36.4,30.4,23.4,35.0,54.5,44.7,34.1,54.7
SP2026IT4643,Bhavya Singh,bhavya.singh4643@skillpilot.edu,Information Technology (IT),IT,4,8,4,8.35,8.27,84.7,0,85.0,83.5,73.7,75.7,74.6,78.2,28.4,25.8,2,82.7,1,4,1,72,388,291,140,115,36,75.0,2008,21,5,2,0,81.5,1,82.7,61.9,81.5,77.1,79.1,90.0,87.2,77.7,78.5,88.8,76.6,67.1
SP2026AIM4644,Varun Agarwal,varun.agarwal4644@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,6,7,7.33,6.97,77.4,0,56.3,51.9,59.8,57.8,54.4,52.2,39.7,27.8,3,75.7,0,0,1,56,35,28,11,11,6,80.0,1574,10,11,6,0,59.7,0,59.9,57.4,48.6,57.6,57.0,55.3,61.3,58.9,53.2,38.9,55.9,57.5
SP2026CSE4645,Aniket Menon,aniket.menon4645@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,3,8.25,8.45,84.2,0,71.8,57.7,79.9,67.1,81.8,77.5,42.9,28.3,3,83.4,1,3,2,82,70,53,27,19,7,75.7,1685,14,3,5,0,75.9,1,64.3,71.1,76.0,75.2,68.7,66.9,69.2,68.8,76.5,51.1,53.6,60.7
SP2026AID4646,Aarav Iyer,aarav.iyer4646@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,5,6,9.07,9.03,89.9,0,97.7,92.6,98.7,93.7,82.1,85.0,22.6,16.0,4,93.7,1,4,4,112,568,440,234,186,20,77.5,2181,24,28,0,0,94.3,1,76.5,100.0,94.6,94.0,90.4,95.1,91.1,98.3,88.6,100.0,86.5,100.0
SP2026ECE4647,Sneha Sen,sneha.sen4647@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,2,7.37,7.08,87.6,0,61.5,57.1,88.7,75.9,43.7,51.3,79.0,31.5,3,66.9,1,4,2,58,107,91,49,33,9,85.0,1639,12,5,6,1,71.5,1,77.5,73.0,78.3,79.7,39.8,61.4,41.1,60.1,49.1,43.6,56.9,63.5
SP2026CSE4648,Anushka Joshi,anushka.joshi4648@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,1,7.11,6.81,78.7,0,92.2,89.0,87.7,90.8,62.3,67.9,34.4,25.9,3,86.3,1,4,3,81,719,578,234,237,107,80.4,2249,28,20,0,0,85.8,1,82.8,94.6,94.1,91.9,89.1,87.4,86.7,92.9,72.3,96.2,100.0,89.9
SP2026AIM4649,Manish Sharma,manish.sharma4649@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,7,6.13,6.17,73.8,1,51.3,46.5,57.7,57.4,53.6,49.3,37.0,21.0,2,79.2,0,0,3,49,80,62,28,25,9,77.5,1630,9,5,7,0,39.8,0,28.7,53.8,53.8,53.4,58.4,50.2,55.9,51.4,53.9,48.2,38.6,49.6
SP2026AIM4650,Deepika Singh,deepika.singh4650@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,1,6.55,6.65,79.2,1,100.0,94.2,86.5,88.0,73.1,75.4,24.3,16.4,3,77.3,2,4,3,75,433,386,172,157,57,89.1,2100,23,26,0,0,75.0,1,79.9,90.2,100.0,100.0,91.7,100.0,93.5,100.0,80.4,77.4,100.0,86.1
SP2026EEE4651,Neha Chopra,neha.chopra4651@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,7,7,7.36,7.54,68.6,2,37.1,33.7,66.6,52.5,61.3,59.4,77.3,48.3,1,83.4,1,4,3,44,83,71,34,30,7,85.5,1509,8,4,9,1,29.9,0,31.0,30.7,21.5,12.2,46.4,12.4,28.6,32.2,45.3,17.2,23.0,13.8
SP2026IT4652,Meera Deshmukh,meera.deshmukh4652@skillpilot.edu,Information Technology (IT),IT,3,5,1,6.64,6.86,78.5,1,88.7,89.6,79.7,86.3,71.7,68.6,24.1,26.2,3,79.0,1,4,1,99,619,531,266,214,51,85.8,2184,25,13,0,0,71.3,1,66.8,68.2,78.7,81.4,82.3,84.2,91.5,85.1,97.4,63.8,83.2,66.4
SP2026IT4653,Neha Mehta,neha.mehta4653@skillpilot.edu,Information Technology (IT),IT,4,7,2,8.36,8.09,87.4,0,80.0,77.0,86.4,80.3,39.4,42.4,24.9,33.9,3,69.8,1,2,1,44,144,126,68,52,6,87.5,1892,18,17,2,0,78.0,1,67.7,66.6,75.8,75.5,87.3,81.2,79.7,81.0,59.1,80.7,78.2,59.8
SP2026AIM4654,Siddharth Reddy,siddharth.reddy4654@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,6,9.63,9.33,89.6,0,99.4,90.2,86.5,90.0,81.7,81.4,42.2,17.7,3,90.5,2,4,3,148,329,268,144,95,29,81.5,2069,21,9,0,0,92.5,1,99.0,78.1,93.9,100.0,100.0,93.4,91.1,96.5,100.0,83.2,99.3,89.2
SP2026CSE4655,Meera Banerjee,meera.banerjee4655@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,1,7.12,6.77,76.0,1,89.1,88.6,86.4,82.7,63.8,64.7,35.8,17.8,2,84.6,0,0,3,76,316,285,115,118,52,90.2,2037,19,4,0,0,63.2,0,69.3,74.4,80.3,88.7,89.2,94.6,92.1,90.7,85.1,86.3,71.0,92.0
SP2026IT4656,Yash Singh,yash.singh4656@skillpilot.edu,Information Technology (IT),IT,3,5,3,8.64,8.6,86.5,0,56.1,55.8,85.1,77.8,75.6,72.6,24.3,17.5,1,77.6,1,4,3,74,90,67,28,24,15,74.4,1639,11,7,6,0,68.6,1,53.9,34.9,58.3,60.7,56.0,53.5,47.5,54.9,47.9,58.2,45.0,64.3
SP2026MEC4657,Zoya Kulkarni,zoya.kulkarni4657@skillpilot.edu,Mechanical Engineering,MECH,4,7,1,6.81,7.01,79.6,0,80.0,65.3,88.4,83.0,70.8,65.8,22.0,71.1,2,85.7,1,4,2,65,588,475,206,182,87,80.8,1935,21,42,3,0,76.1,1,55.7,72.9,86.5,65.4,59.5,76.0,68.5,84.6,70.8,70.2,81.8,86.1
SP2026ECE4658,Harsh Mehta,harsh.mehta4658@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,5,8.4,8.73,77.0,0,81.9,67.8,79.8,78.3,89.1,83.7,64.4,34.3,5,98.9,0,0,6,127,231,183,91,78,14,79.2,1862,19,17,3,2,82.2,1,64.7,62.9,60.3,69.8,74.4,62.1,80.6,67.2,83.5,62.4,85.5,64.4
SP2026IT4659,Meera Agarwal,meera.agarwal4659@skillpilot.edu,Information Technology (IT),IT,3,5,2,7.9,8.23,82.9,0,77.1,70.1,97.1,82.0,46.4,48.6,27.1,33.7,2,75.0,1,2,1,82,169,149,67,52,30,88.2,1858,14,14,3,0,75.6,1,80.3,53.1,71.9,82.1,75.6,76.5,78.8,75.6,53.6,73.5,71.2,77.2
SP2026CSE4660,Neha Sharma,neha.sharma4660@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,6,8.56,8.42,85.8,0,97.8,91.5,89.4,92.6,95.7,87.7,37.1,29.5,3,92.7,1,4,3,102,412,343,172,153,18,83.3,2129,24,23,0,0,92.4,1,75.0,87.5,93.9,100.0,97.8,99.2,98.6,100.0,81.9,77.0,75.9,87.9
SP2026AIM4661,Bhavya Nair,bhavya.nair4661@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,0,8.86,8.8,96.4,0,57.9,44.6,87.5,74.1,66.1,65.6,37.9,32.3,2,70.0,0,0,2,80,88,80,34,30,16,90.9,1609,12,3,6,0,65.4,0,35.9,61.1,64.7,63.2,65.7,63.5,59.3,59.3,61.9,65.8,39.5,67.1
SP2026ECE4662,Rahul Kulkarni,rahul.kulkarni4662@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,5,8.46,8.44,87.0,0,84.8,74.1,72.1,73.4,75.3,75.6,68.3,34.4,3,91.7,0,0,4,82,317,244,103,89,52,77.0,1855,19,22,2,2,77.7,1,71.2,61.0,64.6,61.7,75.4,65.2,78.7,71.5,64.3,85.1,69.3,75.9
SP2026IT4663,Nikhil Kumar,nikhil.kumar4663@skillpilot.edu,Information Technology (IT),IT,3,6,7,7.0,6.88,74.3,2,63.8,50.1,64.9,54.7,68.9,68.9,41.2,28.3,3,76.7,1,4,3,85,84,76,37,32,7,90.5,1636,10,6,6,0,44.0,0,66.1,48.8,70.6,57.0,64.1,68.3,57.5,55.8,53.9,72.5,41.0,47.6
SP2026EEE4664,Sneha Agarwal,sneha.agarwal4664@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,5,6,9.12,8.9,86.5,0,84.6,82.6,90.5,92.1,89.2,85.8,64.4,46.0,3,95.1,2,5,5,136,529,416,212,169,35,78.6,2025,18,11,2,2,90.4,1,84.9,81.1,78.3,88.5,84.0,76.8,75.6,71.0,91.2,79.7,92.8,65.7
SP2026ECE4665,Varun Verma,varun.verma4665@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,6,3,8.23,8.58,91.1,0,51.3,46.6,74.4,61.9,68.9,75.3,94.4,25.6,3,81.0,1,3,3,43,168,135,57,52,26,80.4,1611,14,11,7,0,70.8,1,91.1,98.5,87.0,97.7,35.6,47.9,59.9,27.8,52.7,26.5,26.8,59.9
SP2026ECE4666,Pooja Gupta,pooja.gupta4666@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,1,6.74,6.56,84.0,0,94.9,91.5,79.6,83.6,66.3,62.0,69.5,43.9,3,77.3,0,0,3,83,330,290,139,111,40,87.9,2026,22,44,0,2,78.6,1,68.2,73.2,70.7,67.8,95.1,88.8,100.0,72.1,79.2,85.9,74.7,73.1
SP2026CSE4667,Akash Gupta,akash.gupta4667@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,1,6.62,6.73,80.6,0,96.4,97.7,83.9,94.1,65.5,57.5,34.5,19.3,3,83.9,0,0,2,106,704,550,259,207,84,78.1,2271,24,35,0,0,81.6,1,90.9,91.3,100.0,96.4,92.4,96.5,93.8,94.2,100.0,74.4,89.2,83.6
SP2026AIM4668,Manish Sen,manish.sen4668@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,8,1,6.78,6.79,75.7,0,88.1,98.4,79.7,87.5,62.1,64.6,21.5,32.4,3,77.7,2,4,3,101,408,345,180,153,12,84.6,2181,23,12,0,0,84.3,1,93.6,71.4,88.2,91.3,92.7,81.6,89.9,88.4,64.5,65.7,84.2,66.0
SP2026EEE4669,Rohan Mehta,rohan.mehta4669@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,8,5,7.26,7.45,80.7,0,77.6,59.7,68.2,60.0,77.4,84.1,73.1,39.9,4,89.9,1,3,4,80,308,255,113,107,35,82.8,1821,14,21,3,2,76.4,1,59.4,70.4,61.5,83.0,82.9,72.1,71.8,64.2,74.7,81.8,84.5,61.4
SP2026AID4670,Alex Joshi,alex.joshi4670@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,6,9.53,9.57,90.0,0,99.0,98.0,86.3,88.9,89.1,98.4,23.9,33.2,3,99.4,1,4,3,128,621,461,226,162,73,74.2,2189,22,2,0,0,96.2,1,100.0,100.0,100.0,98.1,89.4,97.2,98.1,92.7,94.2,88.7,97.7,82.4
SP2026IT4671,Aniket Iyer,aniket.iyer4671@skillpilot.edu,Information Technology (IT),IT,3,5,1,7.25,6.87,83.1,0,93.6,88.0,86.9,83.2,62.7,64.0,30.0,23.7,3,89.9,2,4,2,90,597,534,257,197,80,89.4,2213,23,2,0,0,84.9,1,86.5,68.8,97.5,97.7,91.3,98.5,98.4,89.8,94.1,69.3,91.6,93.8
SP2026CSE4672,Aditya Sen,aditya.sen4672@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,6,9.31,9.02,90.5,0,97.7,91.0,89.6,93.5,97.4,94.0,44.1,17.1,3,97.8,1,5,4,154,276,237,106,86,45,85.9,2025,19,27,0,0,93.5,1,78.3,93.7,100.0,100.0,92.7,94.1,91.0,100.0,93.2,85.6,100.0,78.1
SP2026EEE4673,Manish Nair,manish.nair4673@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,8,1,6.75,6.58,72.8,1,78.7,88.5,87.1,90.7,72.1,68.1,68.6,35.7,3,90.2,2,4,1,72,670,594,311,236,47,88.7,2255,28,18,1,2,71.1,1,87.1,77.0,71.5,86.8,67.6,76.5,88.4,72.6,66.6,59.4,66.4,65.2
SP2026AIM4674,Aniket Mehta,aniket.mehta4674@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,1,6.98,6.73,73.2,0,90.1,83.8,84.3,86.5,66.0,62.7,31.7,33.8,2,75.1,2,4,2,61,616,500,202,194,104,81.2,2120,24,8,1,0,83.2,1,82.7,89.8,86.9,86.7,94.0,83.4,87.0,87.3,75.9,65.7,85.6,96.3
SP2026IT4675,Chetan Iyer,chetan.iyer4675@skillpilot.edu,Information Technology (IT),IT,3,5,0,9.07,9.08,92.5,0,54.1,36.9,81.3,60.2,62.7,71.0,28.3,19.0,1,74.9,0,0,2,70,58,46,23,16,7,79.3,1527,9,0,7,0,58.8,0,55.9,39.5,59.9,53.1,59.9,47.6,59.2,57.1,35.0,32.5,52.2,50.0
SP2026MEC4676,Sneha Gupta,sneha.gupta4676@skillpilot.edu,Mechanical Engineering,MECH,3,5,3,8.61,8.77,91.6,0,44.9,29.7,79.3,56.6,67.2,68.1,34.1,84.7,1,64.4,1,4,3,40,146,131,59,46,26,89.7,1461,6,29,9,0,60.1,0,51.4,22.8,48.7,42.4,30.0,52.9,45.5,20.3,27.0,48.4,38.3,47.1
SP2026IT4677,Priya Deshmukh,priya.deshmukh4677@skillpilot.edu,Information Technology (IT),IT,3,5,5,8.46,8.55,82.7,0,79.8,85.3,71.8,73.2,73.3,74.2,20.2,15.3,5,90.2,1,3,6,118,255,190,98,80,12,74.5,1980,17,2,2,0,82.1,1,76.4,85.1,78.6,80.3,74.3,79.5,85.0,74.9,71.3,84.0,69.4,79.3
SP2026ECE4678,Anushka Reddy,anushka.reddy4678@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,7,6.94,6.97,69.9,0,45.9,40.3,58.5,51.7,53.1,55.1,58.9,39.5,1,81.6,0,0,2,77,110,84,37,31,16,76.4,1542,11,7,8,3,49.7,0,65.6,53.8,49.9,60.1,43.0,45.9,30.2,26.5,54.7,44.7,25.1,36.1
SP2026AIM4679,Alex Iyer,alex.iyer4679@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,7,7.04,7.29,71.6,1,67.9,55.9,64.1,62.8,54.8,60.9,32.2,17.2,2,70.0,0,0,3,71,67,59,27,20,12,88.1,1667,12,4,5,0,48.4,0,56.6,44.7,75.0,68.1,60.3,62.1,68.7,72.6,74.5,58.9,52.5,55.5
SP2026ECE4680,Sanjay Kulkarni,sanjay.kulkarni4680@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,1,6.88,6.56,74.1,0,87.3,80.9,87.2,79.8,67.6,71.8,78.0,34.7,2,91.2,2,4,3,64,440,398,209,173,16,90.5,2055,24,3,2,1,83.0,1,85.5,76.4,83.9,70.1,69.2,80.4,86.1,73.3,73.1,86.6,88.5,80.1
SP2026ECE4681,Kiran Sen,kiran.sen4681@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,6,1,6.58,6.37,76.0,0,83.1,94.0,91.9,93.6,69.6,69.2,75.7,28.6,3,78.1,1,4,3,62,657,509,241,190,78,77.5,2227,26,44,1,2,84.9,1,72.5,74.6,72.8,72.7,87.2,91.0,79.9,66.3,77.8,81.4,92.3,79.0
SP2026AIM4682,Pranav Nair,pranav.nair4682@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,3,8.56,8.43,82.8,0,59.8,58.7,83.1,73.5,71.3,74.1,44.4,17.3,2,69.5,1,2,2,48,155,118,54,42,22,76.1,1719,16,11,5,0,72.4,1,41.0,49.9,67.3,60.5,65.5,56.6,66.1,61.0,54.8,62.2,37.7,61.5
SP2026AIM4683,Nikhil Gupta,nikhil.gupta4683@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,2,7.98,8.15,84.0,0,68.5,72.5,98.4,91.5,50.9,53.7,28.2,15.0,2,71.0,0,0,3,86,162,124,53,51,20,76.5,1855,18,43,3,0,70.8,1,76.4,53.1,59.1,66.5,61.8,62.6,63.5,69.0,45.9,76.6,71.0,71.0
SP2026CIV4684,Kavya Menon,kavya.menon4684@skillpilot.edu,Civil Engineering,CIVIL,3,6,3,8.99,9.01,93.8,0,31.9,28.2,76.7,58.9,85.0,78.6,24.7,67.9,2,78.6,1,3,1,72,152,126,58,45,23,82.9,1475,6,29,10,0,64.7,0,33.6,15.9,24.2,30.3,40.6,7.1,26.8,20.3,16.1,34.8,11.5,35.9
SP2026AIM4685,Siddharth Banerjee,siddharth.banerjee4685@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,8,3,8.43,8.51,88.7,0,61.1,54.6,73.6,68.7,78.7,77.0,40.8,18.7,2,75.1,1,2,2,79,148,114,50,48,16,77.0,1663,13,12,6,0,71.7,1,62.4,60.2,66.9,57.5,60.0,55.6,63.9,64.9,53.1,62.6,38.2,52.7
SP2026CSE4686,Kiran Iyer,kiran.iyer4686@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,5,7.82,7.45,77.3,0,88.9,72.7,74.6,78.2,88.5,87.7,29.6,28.9,5,95.7,0,0,6,120,239,201,96,77,28,84.1,1855,17,33,1,0,82.8,1,96.6,92.8,94.7,82.1,95.2,87.1,91.5,93.1,75.1,63.9,78.3,73.5
SP2026ECE4687,Gaurav Chopra,gaurav.chopra4687@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,6,2,8.08,8.07,86.2,0,72.0,64.7,88.8,79.8,49.0,56.5,78.8,25.7,1,68.7,1,4,1,69,178,145,58,60,27,81.5,1759,15,5,4,1,70.3,1,69.7,84.0,71.1,82.5,57.0,64.8,64.2,81.8,52.7,61.0,57.7,68.1
SP2026CIV4688,Vikram Chopra,vikram.chopra4688@skillpilot.edu,Civil Engineering,CIVIL,3,5,3,8.61,8.41,83.0,0,43.9,32.9,82.1,67.3,65.2,71.6,34.7,74.7,1,76.3,0,0,1,70,141,111,56,42,13,78.7,1540,8,6,8,0,57.4,0,26.8,37.4,27.2,26.2,29.4,22.4,35.2,47.1,50.8,31.5,22.4,26.2
SP2026AIM4689,Nikhil Reddy,nikhil.reddy4689@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,8,0,9.54,9.4,95.1,0,38.0,44.7,87.1,66.7,77.8,76.4,35.5,22.9,2,66.7,0,0,3,62,80,69,34,30,5,86.2,1543,12,4,8,0,63.9,0,24.2,34.3,37.6,32.6,36.5,41.7,29.3,35.9,34.5,26.4,13.6,45.1
SP2026AID4690,Rahul Joshi,rahul.joshi4690@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,3,8.47,8.1,87.6,0,69.3,50.4,74.0,65.5,70.9,77.6,21.6,17.3,2,63.8,0,0,2,76,57,52,26,18,8,91.2,1568,9,4,5,0,66.0,0,56.7,49.2,63.2,69.0,68.1,73.7,60.9,65.8,50.8,49.5,65.4,45.2
SP2026CSE4691,Bhavya Agarwal,bhavya.agarwal4691@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,1,7.76,7.64,75.7,0,91.4,87.0,81.1,78.6,71.2,69.7,27.4,22.9,3,82.5,2,4,2,69,384,306,156,137,13,79.7,2035,21,9,0,0,84.8,1,87.5,69.3,83.7,84.4,83.7,88.1,82.7,86.8,77.3,83.4,84.3,83.0
SP2026CIV4692,Rohan Chopra,rohan.chopra4692@skillpilot.edu,Civil Engineering,CIVIL,4,7,7,6.96,6.91,76.7,0,49.8,36.4,55.0,43.8,69.0,65.7,31.2,67.8,1,62.6,0,0,1,74,78,63,28,22,13,80.8,1554,7,0,8,0,49.7,0,48.3,50.2,32.7,39.7,56.2,36.0,58.0,27.0,49.8,49.0,29.4,34.8
SP2026AIM4693,Meera Banerjee,meera.banerjee4693@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,6,6,9.31,9.32,92.8,0,94.8,88.7,86.4,86.1,85.6,85.3,44.9,18.2,3,95.9,1,5,4,102,578,502,261,206,35,86.9,2118,23,27,0,0,92.1,1,98.4,87.8,97.0,93.7,93.6,98.6,98.7,94.1,100.0,86.3,95.2,100.0
SP2026IT4694,Pooja Verma,pooja.verma4694@skillpilot.edu,Information Technology (IT),IT,4,7,4,7.83,8.12,82.3,0,88.5,83.7,85.4,88.4,80.2,82.2,26.5,31.4,2,79.0,1,4,1,41,239,193,94,74,25,80.8,1988,18,24,1,0,81.4,1,72.3,89.3,85.6,86.8,90.1,82.5,89.1,92.9,77.1,76.6,93.7,78.7
SP2026IT4695,Aditya Joshi,aditya.joshi4695@skillpilot.edu,Information Technology (IT),IT,3,5,6,8.68,8.57,92.1,0,93.8,90.2,89.3,94.1,87.3,90.5,33.8,31.9,3,95.0,2,5,5,135,623,471,200,207,64,75.6,2142,21,32,0,0,92.4,1,72.8,70.5,83.9,92.3,87.2,89.7,100.0,97.3,72.0,70.4,96.5,99.5
SP2026CSE4696,Nikhil Das,nikhil.das4696@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,3,8.69,8.9,82.1,0,59.4,60.1,82.9,73.1,70.8,72.0,28.8,18.6,1,80.9,1,3,1,85,72,63,29,23,11,87.5,1672,15,9,5,0,69.5,1,45.1,35.3,57.3,57.6,67.0,56.9,54.9,53.3,40.5,55.2,37.4,63.1
SP2026ECE4697,Neha Das,neha.das4697@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,6,8.86,8.9,88.9,0,95.7,90.0,85.1,84.4,86.1,86.8,61.2,42.4,3,93.6,2,4,3,125,479,365,158,148,59,76.2,2143,22,35,0,3,91.4,1,65.8,55.5,56.2,66.4,73.7,100.0,81.3,82.9,95.6,100.0,76.0,100.0
SP2026AIM4698,Meera Deshmukh,meera.deshmukh4698@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,8,7,7.02,7.38,78.0,1,55.9,42.8,64.4,51.0,56.6,62.9,38.7,27.5,1,72.3,0,0,1,88,35,29,14,12,3,82.9,1505,10,10,7,0,40.8,0,43.5,64.3,46.1,49.5,61.0,50.4,51.3,49.1,56.1,42.5,64.6,52.6
SP2026MEC4699,Tanvi Pillai,tanvi.pillai4699@skillpilot.edu,Mechanical Engineering,MECH,3,6,5,8.14,8.48,80.2,0,69.8,55.3,79.2,66.7,76.1,77.0,32.0,67.4,5,98.7,1,3,3,139,347,262,140,96,26,75.5,1762,15,27,5,0,77.3,1,52.7,69.3,46.6,60.7,57.2,64.4,71.2,57.8,65.6,52.6,68.5,55.1
SP2026AIM4700,Zoya Gupta,zoya.gupta4700@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,3,8.72,9.03,92.9,0,62.0,62.8,73.6,73.8,68.6,64.1,34.9,19.9,2,76.6,0,0,1,59,149,118,48,45,25,79.2,1734,12,18,5,0,66.4,0,64.9,49.2,62.8,57.9,65.3,65.3,56.6,54.4,43.8,70.3,69.2,43.7
SP2026AID4701,Manish Deshmukh,manish.deshmukh4701@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,4,7,1,7.07,7.08,82.6,0,97.9,88.6,92.3,89.6,74.4,68.8,24.7,23.2,3,86.9,2,4,1,109,417,319,146,130,43,76.5,2041,21,14,0,0,86.5,1,84.2,95.9,100.0,90.3,95.6,93.0,100.0,95.3,73.3,94.8,85.3,100.0
SP2026AIM4702,Meera Reddy,meera.reddy4702@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,6,9.07,9.38,93.1,0,97.7,100.0,91.8,94.9,86.7,85.3,31.5,18.3,3,90.6,1,4,4,106,534,453,193,191,69,84.8,2260,24,1,0,0,94.8,1,75.3,100.0,93.7,96.9,100.0,97.9,95.6,91.3,100.0,78.9,91.8,80.6
SP2026EEE4703,Nikhil Reddy,nikhil.reddy4703@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,5,0,9.56,9.26,96.2,0,30.9,34.4,91.4,67.8,72.8,74.5,68.6,42.4,1,75.1,0,0,2,56,110,89,43,38,8,80.9,1483,6,10,9,2,58.3,0,22.6,26.3,18.1,34.7,23.9,26.4,26.3,27.1,39.5,7.4,28.7,30.5
SP2026CSE4704,Gaurav Rao,gaurav.rao4704@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,7,6,8.68,8.74,89.1,0,98.0,95.0,93.0,91.2,88.4,82.8,43.6,22.7,4,96.7,1,4,3,151,256,225,109,92,24,87.9,2081,24,37,0,0,91.5,1,100.0,90.2,91.7,92.5,93.1,100.0,100.0,93.8,76.3,100.0,93.6,91.4
SP2026AID4705,Yash Kulkarni,yash.kulkarni4705@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,6,9.33,9.21,88.8,0,100.0,92.5,94.1,95.5,88.9,90.3,21.1,21.0,4,100.0,1,5,3,117,441,386,175,165,46,87.5,2162,24,15,0,0,95.5,1,81.9,98.7,100.0,100.0,96.8,95.1,100.0,100.0,100.0,99.3,100.0,100.0
